shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
TRA_00000,48.157543182373,17.1067714691162,1,
TRA_00000,48.1557006835938,17.1075477600098,2,
TRA_00000,48.1542472839355,17.1109199523926,3,
TRA_00001,48.157543182373,17.1067714691162,1,
TRA_00001,48.1557006835938,17.1075477600098,2,
TRA_00001,48.1542472839355,17.1109199523926,3,
TRA_00001,48.1510848999023,17.1158542633057,4,
TRA_00001,48.1484756469727,17.1122550964355,5,
TRA_00001,48.1466407775879,17.1085720062256,6,
TRA_00001,48.1448440551758,17.1122417449951,7,
TRA_00001,48.1429290771484,17.1119499206543,8,
TRA_00001,48.1401863098145,17.110107421875,9,
TRA_00002,48.1524391174316,17.1154975891113,1,
TRA_00002,48.1546096801758,17.1103458404541,2,
TRA_00002,48.1562118530273,17.1073360443115,3,
TRA_00002,48.1581077575684,17.1071739196777,4,
TRA_00003,48.1401863098145,17.110107421875,1,
TRA_00003,48.141788482666,17.1156730651855,2,
TRA_00003,48.1452560424805,17.1115264892578,3,
TRA_00003,48.1472129821777,17.1097736358643,4,
TRA_00003,48.1487731933594,17.1129417419434,5,
TRA_00003,48.1524391174316,17.1154975891113,6,
TRA_00003,48.1546096801758,17.1103458404541,7,
TRA_00003,48.1562118530273,17.1073360443115,8,
TRA_00003,48.1581077575684,17.1071739196777,9,
TRA_00004,48.1483612060547,17.1164817810059,1,
TRA_00004,48.1458778381348,17.1137886047363,2,
TRA_00004,48.1412467956543,17.116247177124,3,
TRA_00004,48.1352806091309,17.1169567108154,4,
TRA_00004,48.1271705627441,17.1167469024658,5,
TRA_00004,48.1244506835938,17.1149196624756,6,
TRA_00005,48.2162284851074,17.1662120819092,1,
TRA_00005,48.2147827148438,17.1634178161621,2,
TRA_00005,48.2115631103516,17.1582355499268,3,
TRA_00005,48.2110824584961,17.1546173095703,4,
TRA_00005,48.2082138061523,17.1509399414063,5,
TRA_00005,48.2031555175781,17.1495494842529,6,
TRA_00005,48.1993637084961,17.147102355957,7,
TRA_00005,48.1952514648438,17.1432857513428,8,
TRA_00005,48.1913414001465,17.13916015625,9,
TRA_00005,48.188304901123,17.1355381011963,10,
TRA_00005,48.1857528686523,17.1333179473877,11,
TRA_00005,48.1822090148926,17.1297435760498,12,
TRA_00005,48.1774291992188,17.1278533935547,13,
TRA_00005,48.173168182373,17.1272010803223,14,
TRA_00005,48.1679267883301,17.12744140625,15,
TRA_00005,48.1619873046875,17.1237831115723,16,
TRA_00005,48.1580009460449,17.1205291748047,17,
TRA_00005,48.1533737182617,17.1187610626221,18,
TRA_00005,48.1508674621582,17.1179046630859,19,
TRA_00005,48.1483612060547,17.1164817810059,20,
TRA_00005,48.1458778381348,17.1137886047363,21,
TRA_00005,48.1412467956543,17.116247177124,22,
TRA_00005,48.1352806091309,17.1169567108154,23,
TRA_00005,48.1271705627441,17.1167469024658,24,
TRA_00005,48.1244506835938,17.1149196624756,25,
TRA_00006,48.2162284851074,17.1662120819092,1,
TRA_00006,48.2147827148438,17.1634178161621,2,
TRA_00006,48.2115631103516,17.1582355499268,3,
TRA_00006,48.2110824584961,17.1546173095703,4,
TRA_00006,48.2082138061523,17.1509399414063,5,
TRA_00006,48.2031555175781,17.1495494842529,6,
TRA_00006,48.1993637084961,17.147102355957,7,
TRA_00006,48.1952514648438,17.1432857513428,8,
TRA_00006,48.1913414001465,17.13916015625,9,
TRA_00006,48.188304901123,17.1355381011963,10,
TRA_00006,48.1857528686523,17.1333179473877,11,
TRA_00006,48.1822090148926,17.1297435760498,12,
TRA_00006,48.1774291992188,17.1278533935547,13,
TRA_00006,48.173168182373,17.1272010803223,14,
TRA_00006,48.1679267883301,17.12744140625,15,
TRA_00006,48.1619873046875,17.1237831115723,16,
TRA_00006,48.1580009460449,17.1205291748047,17,
TRA_00007,48.2162284851074,17.1662120819092,1,
TRA_00007,48.2147827148438,17.1634178161621,2,
TRA_00007,48.2115631103516,17.1582355499268,3,
TRA_00007,48.2110824584961,17.1546173095703,4,
TRA_00007,48.2082138061523,17.1509399414063,5,
TRA_00007,48.2031555175781,17.1495494842529,6,
TRA_00007,48.1993637084961,17.147102355957,7,
TRA_00007,48.1952514648438,17.1432857513428,8,
TRA_00007,48.1913414001465,17.13916015625,9,
TRA_00007,48.188304901123,17.1355381011963,10,
TRA_00007,48.1857528686523,17.1333179473877,11,
TRA_00007,48.1822090148926,17.1297435760498,12,
TRA_00007,48.1774291992188,17.1278533935547,13,
TRA_00007,48.173168182373,17.1272010803223,14,
TRA_00007,48.1679267883301,17.12744140625,15,
TRA_00007,48.1619873046875,17.1237831115723,16,
TRA_00007,48.1580009460449,17.1205291748047,17,
TRA_00007,48.1533737182617,17.1187610626221,18,
TRA_00007,48.1508674621582,17.1179046630859,19,
TRA_00007,48.1483612060547,17.1164817810059,20,
TRA_00007,48.1458778381348,17.1137886047363,21,
TRA_00008,48.1455535888672,17.1135902404785,1,
TRA_00008,48.1473808288574,17.1155910491943,2,
TRA_00008,48.1515846252441,17.1180953979492,3,
TRA_00008,48.1539764404297,17.1189918518066,4,
TRA_00008,48.1585159301758,17.121057510376,5,
TRA_00008,48.1624603271484,17.1242504119873,6,
TRA_00008,48.1694107055664,17.1272926330566,7,
TRA_00008,48.1743774414063,17.1274929046631,8,
TRA_00008,48.1779136657715,17.1281814575195,9,
TRA_00008,48.1825942993164,17.1303024291992,10,
TRA_00008,48.1859169006348,17.1337184906006,11,
TRA_00008,48.1889038085938,17.1363258361816,12,
TRA_00008,48.1911125183105,17.1389274597168,13,
TRA_00008,48.1957473754883,17.143949508667,14,
TRA_00008,48.1996994018555,17.1476306915283,15,
TRA_00008,48.2030487060547,17.1495685577393,16,
TRA_00008,48.2080307006836,17.1507511138916,17,
TRA_00008,48.2112617492676,17.1549072265625,18,
TRA_00008,48.2125625610352,17.1595878601074,19,
TRA_00008,48.215389251709,17.1647758483887,20,
TRA_00008,48.2162742614746,17.1665477752686,21,
TRA_00009,48.1249084472656,17.1154193878174,1,
TRA_00009,48.1277275085449,17.1168823242188,2,
TRA_00009,48.1357765197754,17.1170787811279,3,
TRA_00009,48.141788482666,17.1156730651855,4,
TRA_00009,48.1455535888672,17.1135902404785,5,
TRA_00009,48.1473808288574,17.1155910491943,6,
TRA_00009,48.1515846252441,17.1180953979492,7,
TRA_00009,48.1539764404297,17.1189918518066,8,
TRA_00009,48.1585159301758,17.121057510376,9,
TRA_00009,48.1624603271484,17.1242504119873,10,
TRA_00009,48.1694107055664,17.1272926330566,11,
TRA_00009,48.1743774414063,17.1274929046631,12,
TRA_00009,48.1779136657715,17.1281814575195,13,
TRA_00009,48.1825942993164,17.1303024291992,14,
TRA_00009,48.1859169006348,17.1337184906006,15,
TRA_00009,48.1889038085938,17.1363258361816,16,
TRA_00009,48.1911125183105,17.1389274597168,17,
TRA_00009,48.1957473754883,17.143949508667,18,
TRA_00009,48.1996994018555,17.1476306915283,19,
TRA_00009,48.2030487060547,17.1495685577393,20,
TRA_00009,48.2080307006836,17.1507511138916,21,
TRA_00009,48.2112617492676,17.1549072265625,22,
TRA_00009,48.2125625610352,17.1595878601074,23,
TRA_00009,48.215389251709,17.1647758483887,24,
TRA_00009,48.2162742614746,17.1665477752686,25,
TRA_00010,48.1585159301758,17.121057510376,1,
TRA_00010,48.1624603271484,17.1242504119873,2,
TRA_00010,48.1694107055664,17.1272926330566,3,
TRA_00010,48.1743774414063,17.1274929046631,4,
TRA_00010,48.1779136657715,17.1281814575195,5,
TRA_00010,48.1825942993164,17.1303024291992,6,
TRA_00010,48.1859169006348,17.1337184906006,7,
TRA_00010,48.1889038085938,17.1363258361816,8,
TRA_00010,48.1911125183105,17.1389274597168,9,
TRA_00010,48.1957473754883,17.143949508667,10,
TRA_00010,48.1996994018555,17.1476306915283,11,
TRA_00010,48.2030487060547,17.1495685577393,12,
TRA_00010,48.2080307006836,17.1507511138916,13,
TRA_00010,48.2112617492676,17.1549072265625,14,
TRA_00010,48.2125625610352,17.1595878601074,15,
TRA_00010,48.215389251709,17.1647758483887,16,
TRA_00010,48.2162742614746,17.1665477752686,17,
TRA_00011,48.1249084472656,17.1154193878174,1,
TRA_00011,48.1277275085449,17.1168823242188,2,
TRA_00011,48.1357765197754,17.1170787811279,3,
TRA_00011,48.141788482666,17.1156730651855,4,
TRA_00011,48.1455535888672,17.1135902404785,5,
TRA_00011,48.1473808288574,17.1155910491943,6,
TRA_00012,48.1408882141113,17.0930595397949,1,
TRA_00012,48.139762878418,17.1056499481201,2,
TRA_00012,48.141788482666,17.1156730651855,3,
TRA_00012,48.1455535888672,17.1135902404785,4,
TRA_00012,48.1473808288574,17.1155910491943,5,
TRA_00012,48.1522827148438,17.1205043792725,6,
TRA_00012,48.1549797058105,17.124059677124,7,
TRA_00012,48.1578369140625,17.1275081634521,8,
TRA_00012,48.1620254516602,17.131799697876,9,
TRA_00012,48.1650314331055,17.1347351074219,10,
TRA_00012,48.1686134338379,17.1381664276123,11,
TRA_00012,48.1719627380371,17.141450881958,12,
TRA_00012,48.1767311096191,17.1463375091553,13,
TRA_00012,48.179874420166,17.1545238494873,14,
TRA_00012,48.1812400817871,17.1615428924561,15,
TRA_00013,48.1945915222168,17.0339794158936,1,
TRA_00013,48.1916770935059,17.0351276397705,2,
TRA_00013,48.1878814697266,17.0366401672363,3,
TRA_00013,48.1845016479492,17.037914276123,4,
TRA_00013,48.1816596984863,17.0407848358154,5,
TRA_00013,48.1793937683105,17.0436992645264,6,
TRA_00013,48.1736259460449,17.0491752624512,7,
TRA_00013,48.1703643798828,17.0494174957275,8,
TRA_00013,48.1644859313965,17.0468101501465,9,
TRA_00013,48.1621360778809,17.0485343933105,10,
TRA_00013,48.1587257385254,17.0515804290771,11,
TRA_00013,48.1559829711914,17.0535469055176,12,
TRA_00013,48.1533432006836,17.0591583251953,13,
TRA_00013,48.1493911743164,17.0631408691406,14,
TRA_00013,48.1480903625488,17.0719718933105,15,
TRA_00013,48.1452293395996,17.0780506134033,16,
TRA_00013,48.1428985595703,17.0847930908203,17,
TRA_00013,48.1408882141113,17.0930595397949,18,
TRA_00013,48.139762878418,17.1056499481201,19,
TRA_00013,48.141788482666,17.1156730651855,20,
TRA_00013,48.1455535888672,17.1135902404785,21,
TRA_00013,48.1473808288574,17.1155910491943,22,
TRA_00013,48.1522827148438,17.1205043792725,23,
TRA_00013,48.1549797058105,17.124059677124,24,
TRA_00013,48.1578369140625,17.1275081634521,25,
TRA_00013,48.1620254516602,17.131799697876,26,
TRA_00013,48.1650314331055,17.1347351074219,27,
TRA_00013,48.1686134338379,17.1381664276123,28,
TRA_00013,48.1719627380371,17.141450881958,29,
TRA_00013,48.1767311096191,17.1463375091553,30,
TRA_00013,48.179874420166,17.1545238494873,31,
TRA_00013,48.1812400817871,17.1615428924561,32,
TRA_00014,48.1945915222168,17.0339794158936,1,
TRA_00014,48.1916770935059,17.0351276397705,2,
TRA_00014,48.1878814697266,17.0366401672363,3,
TRA_00014,48.1845016479492,17.037914276123,4,
TRA_00014,48.1816596984863,17.0407848358154,5,
TRA_00014,48.1793937683105,17.0436992645264,6,
TRA_00014,48.1736259460449,17.0491752624512,7,
TRA_00014,48.1703643798828,17.0494174957275,8,
TRA_00014,48.1644859313965,17.0468101501465,9,
TRA_00014,48.1621360778809,17.0485343933105,10,
TRA_00014,48.1587257385254,17.0515804290771,11,
TRA_00014,48.1559829711914,17.0535469055176,12,
TRA_00014,48.1533432006836,17.0591583251953,13,
TRA_00014,48.1493911743164,17.0631408691406,14,
TRA_00014,48.1480903625488,17.0719718933105,15,
TRA_00014,48.1452293395996,17.0780506134033,16,
TRA_00014,48.1428985595703,17.0847930908203,17,
TRA_00014,48.1408882141113,17.0930595397949,18,
TRA_00014,48.139762878418,17.1056499481201,19,
TRA_00014,48.141788482666,17.1156730651855,20,
TRA_00014,48.1455535888672,17.1135902404785,21,
TRA_00014,48.1473808288574,17.1155910491943,22,
TRA_00014,48.1522827148438,17.1205043792725,23,
TRA_00014,48.1549797058105,17.124059677124,24,
TRA_00014,48.1578369140625,17.1275081634521,25,
TRA_00014,48.1620254516602,17.131799697876,26,
TRA_00014,48.1650314331055,17.1347351074219,27,
TRA_00014,48.1686134338379,17.1381664276123,28,
TRA_00014,48.1719627380371,17.141450881958,29,
TRA_00014,48.171516418457,17.1454315185547,30,
TRA_00015,48.1815872192383,17.1613388061523,1,
TRA_00015,48.1793441772461,17.1527633666992,2,
TRA_00015,48.176399230957,17.1456775665283,3,
TRA_00015,48.1714172363281,17.1407508850098,4,
TRA_00015,48.168514251709,17.1380596160889,5,
TRA_00015,48.1646728515625,17.13427734375,6,
TRA_00015,48.1616325378418,17.131368637085,7,
TRA_00015,48.1574859619141,17.1269702911377,8,
TRA_00015,48.1546783447266,17.123685836792,9,
TRA_00015,48.150806427002,17.1180820465088,10,
TRA_00015,48.1483612060547,17.1164817810059,11,
TRA_00015,48.1458778381348,17.1137886047363,12,
TRA_00015,48.1429290771484,17.1119499206543,13,
TRA_00015,48.1401824951172,17.1095848083496,14,
TRA_00015,48.139820098877,17.1051902770996,15,
TRA_00015,48.1412887573242,17.0924606323242,16,
TRA_00015,48.1429061889648,17.0849914550781,17,
TRA_00015,48.1452102661133,17.0781898498535,18,
TRA_00015,48.148193359375,17.0724449157715,19,
TRA_00015,48.1498336791992,17.0629081726074,20,
TRA_00015,48.1536407470703,17.0582828521729,21,
TRA_00015,48.1565361022949,17.0532913208008,22,
TRA_00015,48.1593055725098,17.0513286590576,23,
TRA_00015,48.162712097168,17.0482311248779,24,
TRA_00015,48.1651191711426,17.0465393066406,25,
TRA_00015,48.170970916748,17.0495491027832,26,
TRA_00015,48.1741905212402,17.0491313934326,27,
TRA_00015,48.1798896789551,17.0431365966797,28,
TRA_00015,48.1826324462891,17.0396614074707,29,
TRA_00015,48.186164855957,17.0373249053955,30,
TRA_00015,48.1887359619141,17.0363349914551,31,
TRA_00015,48.1922225952148,17.0349979400635,32,
TRA_00015,48.1950416564941,17.033863067627,33,
TRA_00016,48.1719284057617,17.1452312469482,1,
TRA_00016,48.1714172363281,17.1407508850098,2,
TRA_00016,48.168514251709,17.1380596160889,3,
TRA_00016,48.1646728515625,17.13427734375,4,
TRA_00016,48.1616325378418,17.131368637085,5,
TRA_00016,48.1574859619141,17.1269702911377,6,
TRA_00016,48.1546783447266,17.123685836792,7,
TRA_00016,48.150806427002,17.1180820465088,8,
TRA_00016,48.1483612060547,17.1164817810059,9,
TRA_00016,48.1458778381348,17.1137886047363,10,
TRA_00016,48.1429290771484,17.1119499206543,11,
TRA_00016,48.1401824951172,17.1095848083496,12,
TRA_00016,48.139820098877,17.1051902770996,13,
TRA_00016,48.1412887573242,17.0924606323242,14,
TRA_00016,48.1429061889648,17.0849914550781,15,
TRA_00016,48.1452102661133,17.0781898498535,16,
TRA_00016,48.148193359375,17.0724449157715,17,
TRA_00016,48.1498336791992,17.0629081726074,18,
TRA_00016,48.1536407470703,17.0582828521729,19,
TRA_00016,48.1565361022949,17.0532913208008,20,
TRA_00016,48.1593055725098,17.0513286590576,21,
TRA_00016,48.162712097168,17.0482311248779,22,
TRA_00016,48.1651191711426,17.0465393066406,23,
TRA_00016,48.170970916748,17.0495491027832,24,
TRA_00016,48.1741905212402,17.0491313934326,25,
TRA_00016,48.1798896789551,17.0431365966797,26,
TRA_00016,48.1826324462891,17.0396614074707,27,
TRA_00016,48.186164855957,17.0373249053955,28,
TRA_00016,48.1887359619141,17.0363349914551,29,
TRA_00016,48.1922225952148,17.0349979400635,30,
TRA_00016,48.1950416564941,17.033863067627,31,
TRA_00017,48.1408882141113,17.0930595397949,1,
TRA_00017,48.139762878418,17.1056499481201,2,
TRA_00017,48.141788482666,17.1156730651855,3,
TRA_00017,48.1455535888672,17.1135902404785,4,
TRA_00017,48.1473808288574,17.1155910491943,5,
TRA_00017,48.1522827148438,17.1205043792725,6,
TRA_00017,48.1549797058105,17.124059677124,7,
TRA_00017,48.1578369140625,17.1275081634521,8,
TRA_00017,48.1620254516602,17.131799697876,9,
TRA_00017,48.1650314331055,17.1347351074219,10,
TRA_00017,48.1686134338379,17.1381664276123,11,
TRA_00017,48.1719627380371,17.141450881958,12,
TRA_00017,48.171516418457,17.1454315185547,13,
TRA_00018,48.1533737182617,17.1187610626221,1,
TRA_00018,48.1524391174316,17.1154975891113,2,
TRA_00018,48.1546096801758,17.1103458404541,3,
TRA_00018,48.1562118530273,17.1073360443115,4,
TRA_00018,48.1580619812012,17.1072006225586,5,
TRA_00019,48.2162284851074,17.1662120819092,1,
TRA_00019,48.2147827148438,17.1634178161621,2,
TRA_00019,48.2115631103516,17.1582355499268,3,
TRA_00019,48.2110824584961,17.1546173095703,4,
TRA_00019,48.2082138061523,17.1509399414063,5,
TRA_00019,48.2031555175781,17.1495494842529,6,
TRA_00019,48.1993637084961,17.147102355957,7,
TRA_00019,48.1952514648438,17.1432857513428,8,
TRA_00019,48.1913414001465,17.13916015625,9,
TRA_00019,48.188304901123,17.1355381011963,10,
TRA_00019,48.1857528686523,17.1333179473877,11,
TRA_00019,48.1822090148926,17.1297435760498,12,
TRA_00019,48.1774291992188,17.1278533935547,13,
TRA_00019,48.173168182373,17.1272010803223,14,
TRA_00019,48.1679267883301,17.12744140625,15,
TRA_00019,48.1619873046875,17.1237831115723,16,
TRA_00019,48.1580009460449,17.1205291748047,17,
TRA_00019,48.1533737182617,17.1187610626221,18,
TRA_00019,48.1524391174316,17.1154975891113,19,
TRA_00019,48.1546096801758,17.1103458404541,20,
TRA_00019,48.1562118530273,17.1073360443115,21,
TRA_00019,48.1580619812012,17.1072006225586,22,
TRA_00020,48.1857528686523,17.1333179473877,1,
TRA_00020,48.1822090148926,17.1297435760498,2,
TRA_00020,48.1774291992188,17.1278533935547,3,
TRA_00020,48.173168182373,17.1272010803223,4,
TRA_00020,48.1679267883301,17.12744140625,5,
TRA_00020,48.1619873046875,17.1237831115723,6,
TRA_00020,48.1580009460449,17.1205291748047,7,
TRA_00020,48.1533737182617,17.1187610626221,8,
TRA_00020,48.1524391174316,17.1154975891113,9,
TRA_00020,48.1546096801758,17.1103458404541,10,
TRA_00020,48.1562118530273,17.1073360443115,11,
TRA_00020,48.1580619812012,17.1072006225586,12,
TRA_00021,48.1576194763184,17.1068344116211,1,
TRA_00021,48.1557006835938,17.1075477600098,2,
TRA_00021,48.1542472839355,17.1109199523926,3,
TRA_00021,48.1539764404297,17.1189918518066,4,
TRA_00021,48.1585159301758,17.121057510376,5,
TRA_00021,48.1624603271484,17.1242504119873,6,
TRA_00021,48.1694107055664,17.1272926330566,7,
TRA_00021,48.1743774414063,17.1274929046631,8,
TRA_00021,48.1779136657715,17.1281814575195,9,
TRA_00021,48.1825942993164,17.1303024291992,10,
TRA_00021,48.1859169006348,17.1337184906006,11,
TRA_00021,48.1889038085938,17.1363258361816,12,
TRA_00021,48.1911125183105,17.1389274597168,13,
TRA_00021,48.1957473754883,17.143949508667,14,
TRA_00021,48.1996994018555,17.1476306915283,15,
TRA_00021,48.2030487060547,17.1495685577393,16,
TRA_00021,48.2080307006836,17.1507511138916,17,
TRA_00021,48.2112617492676,17.1549072265625,18,
TRA_00021,48.2125625610352,17.1595878601074,19,
TRA_00021,48.215389251709,17.1647758483887,20,
TRA_00021,48.2162742614746,17.1665477752686,21,
TRA_00022,48.1576194763184,17.1068344116211,1,
TRA_00022,48.1557006835938,17.1075477600098,2,
TRA_00022,48.1542472839355,17.1109199523926,3,
TRA_00022,48.1539764404297,17.1189918518066,4,
TRA_00023,48.1576194763184,17.1068344116211,1,
TRA_00023,48.1557006835938,17.1075477600098,2,
TRA_00023,48.1542472839355,17.1109199523926,3,
TRA_00023,48.1539764404297,17.1189918518066,4,
TRA_00023,48.1585159301758,17.121057510376,5,
TRA_00023,48.1624603271484,17.1242504119873,6,
TRA_00023,48.1694107055664,17.1272926330566,7,
TRA_00023,48.1743774414063,17.1274929046631,8,
TRA_00023,48.1779136657715,17.1281814575195,9,
TRA_00023,48.1825942993164,17.1303024291992,10,
TRA_00023,48.1859893798828,17.1331157684326,11,
TRA_00024,48.1472129821777,17.1097736358643,1,
TRA_00024,48.1487731933594,17.1129417419434,2,
TRA_00024,48.1539764404297,17.1189918518066,3,
TRA_00024,48.1549797058105,17.124059677124,4,
TRA_00024,48.1577796936035,17.1275825500488,5,
TRA_00024,48.1551666259766,17.1339492797852,6,
TRA_00024,48.1559371948242,17.1425914764404,7,
TRA_00024,48.1567344665527,17.1522769927979,8,
TRA_00024,48.157039642334,17.1563758850098,9,
TRA_00024,48.1574325561523,17.161792755127,10,
TRA_00024,48.1579666137695,17.1693515777588,11,
TRA_00024,48.1583862304688,17.1751861572266,12,
TRA_00024,48.1585731506348,17.1771125793457,13,
TRA_00025,48.1644859313965,17.0468101501465,1,
TRA_00025,48.1621360778809,17.0485343933105,2,
TRA_00025,48.1587257385254,17.0515804290771,3,
TRA_00025,48.1559829711914,17.0535469055176,4,
TRA_00025,48.1533432006836,17.0591583251953,5,
TRA_00025,48.1493911743164,17.0631408691406,6,
TRA_00025,48.1480903625488,17.0719718933105,7,
TRA_00025,48.1452293395996,17.0780506134033,8,
TRA_00025,48.1428985595703,17.0847930908203,9,
TRA_00025,48.1450958251953,17.1054019927979,10,
TRA_00025,48.1472129821777,17.1097736358643,11,
TRA_00025,48.1487731933594,17.1129417419434,12,
TRA_00025,48.1539764404297,17.1189918518066,13,
TRA_00025,48.1549797058105,17.124059677124,14,
TRA_00025,48.1577796936035,17.1275825500488,15,
TRA_00025,48.1551666259766,17.1339492797852,16,
TRA_00025,48.1559371948242,17.1425914764404,17,
TRA_00025,48.1567344665527,17.1522769927979,18,
TRA_00025,48.157039642334,17.1563758850098,19,
TRA_00025,48.1574325561523,17.161792755127,20,
TRA_00025,48.1579666137695,17.1693515777588,21,
TRA_00025,48.1583862304688,17.1751861572266,22,
TRA_00025,48.1585731506348,17.1771125793457,23,
TRA_00026,48.1644859313965,17.0468101501465,1,
TRA_00026,48.1621360778809,17.0485343933105,2,
TRA_00026,48.1587257385254,17.0515804290771,3,
TRA_00026,48.1559829711914,17.0535469055176,4,
TRA_00026,48.1533432006836,17.0591583251953,5,
TRA_00026,48.1493911743164,17.0631408691406,6,
